model,split,population,group,count,observed_bad,expected_bad,average_probability,observed_good,expected_good
parcelled,validation,synthetic_accepted,5,3995,221,248.4761444901766,0.062196782100169365,3774,3746.5238555098235
parcelled,validation,synthetic_accepted,6,3995,268,315.306365983838,0.07892524805602955,3727,3679.693634016162
parcelled,validation,synthetic_accepted,7,3995,372,407.92370475512627,0.1021085618911455,3623,3587.0762952448736
parcelled,validation,synthetic_accepted,8,3995,516,553.7238504672019,0.13860421788916194,3479,3441.276149532798
parcelled,validation,synthetic_accepted,9,3995,922,960.022126785146,0.24030591408889762,3073,3034.977873214854
parcelled,validation,synthetic_rejected,0,2156,45,36.04361524974135,0.016717817833831795,2111,2119.9563847502586
parcelled,validation,synthetic_rejected,1,2155,65,63.774974410831724,0.029593955643077367,2090,2091.225025589168
parcelled,validation,synthetic_rejected,2,2155,77,89.42195139775639,0.04149510505696352,2078,2065.5780486022436
parcelled,validation,synthetic_rejected,3,2155,94,116.30058541270596,0.053967789054619936,2061,2038.699414587294
parcelled,validation,synthetic_rejected,4,2155,153,147.82716474698563,0.0685972922259794,2002,2007.1728352530145
parcelled,validation,synthetic_rejected,5,2155,171,185.44645898809796,0.08605404129378096,1984,1969.553541011902
parcelled,validation,synthetic_rejected,6,2155,224,233.4999644915204,0.10835265173620436,1931,1921.5000355084796
parcelled,validation,synthetic_rejected,7,2155,292,298.70773839093044,0.13861147953175426,1863,1856.2922616090696
parcelled,validation,synthetic_rejected,8,2155,406,396.87923060976067,0.18416669633863605,1749,1758.1207693902393
parcelled,validation,synthetic_rejected,9,2155,637,647.3669099163665,0.3004022783834647,1518,1507.6330900836335
oracle,validation,full,0,6151,88,73.75619467675227,0.011990927438912741,6063,6077.243805323248
oracle,validation,full,1,6150,151,129.2714012647956,0.021019740043056196,5999,6020.728598735204
oracle,validation,full,2,6150,174,179.81302133620557,0.029237889648163505,5976,5970.186978663794
oracle,validation,full,3,6150,204,235.77615587769677,0.03833758632157671,5946,5914.2238441223035
oracle,validation,full,4,6150,265,301.6131750247874,0.0490427926869573,5885,5848.386824975212
