feature,bin,woe,coefficient,exact_points,display_points
__BASE_POINTS__,BASE,,-2.3548610562010963,555.0698035597828,555
EXT_SOURCE_2,N0,-0.9964536076929582,-0.7487626260442941,-21.528103726102216,-22
EXT_SOURCE_2,N1,-0.5971809409678115,-0.7487626260442941,-12.901928540528504,-13
EXT_SOURCE_2,N2,-0.4475789513791281,-0.7487626260442941,-9.66981906284489,-10
EXT_SOURCE_2,N3,-0.3923621880356015,-0.7487626260442941,-8.476876210812623,-8
EXT_SOURCE_2,N4,-0.28679398224032904,-0.7487626260442941,-6.1961044147217175,-6
EXT_SOURCE_2,N5,-0.12136169931198237,-0.7487626260442941,-2.621985841582144,-3
EXT_SOURCE_2,N6,-0.08155032828153999,-0.7487626260442941,-1.7618722162162601,-2
EXT_SOURCE_2,N7,0.01002048667299354,-0.7487626260442941,0.21648983436537594,0
EXT_SOURCE_2,N8,0.02647338139076687,-0.7487626260442941,0.5719500598533694,1
EXT_SOURCE_2,N9,0.19977297934724952,-0.7487626260442941,4.3160397913730755,4
EXT_SOURCE_2,N10,0.303422605924058,-0.7487626260442941,6.555361215762819,7
EXT_SOURCE_2,N11,0.42870460957188816,-0.7487626260442941,9.262044144824449,9
EXT_SOURCE_2,N12,0.5110453007871384,-0.7487626260442941,11.040991932935695,11
EXT_SOURCE_2,N13,0.5925967740678141,-0.7487626260442941,12.8028888865406,13
EXT_SOURCE_2,N14,0.7217236594221086,-0.7487626260442941,15.592639418100049,16
EXT_SOURCE_2,N15,0.8766593432576265,-0.7487626260442941,18.939981880142078,19
EXT_SOURCE_2,N16,1.1216546174888924,-0.7487626260442941,24.233036805465545,24
EXT_SOURCE_2,N17,1.2977510516487731,-0.7487626260442941,28.037551407171705,28
EXT_SOURCE_2,MISSING,-0.004206587757915518,-0.7487626260442941,-0.09088216138333421,0
EXT_SOURCE_3,N0,-1.0096813888821559,-0.6527569362417511,-19.01692882757195,-19
EXT_SOURCE_3,N1,-0.7238180280188742,-0.6527569362417511,-13.63281137447504,-14
EXT_SOURCE_3,N2,-0.49995481593399127,-0.6527569362417511,-9.416440925136452,-9
