bad_odds_multiplier,test_gini,test_ks,test_brier_score,validation_optimal_cutoff,validation_optimal_approval_rate,validation_optimal_expected_profit
1.0,0.5069282244807003,0.3780403287834965,0.06824661638594576,543.4970231628967,0.8199895938343469,1449326630.8015385
1.25,0.5066312501921457,0.37677594375742157,0.06821300746199295,543.5907290369221,0.7899905694123769,1377268219.0281186
1.35,0.5064648727729644,0.37578495718570804,0.06824395058789268,543.5530311947107,0.7799908946050534,1351992113.961841
1.5,0.5062530465032795,0.37529234408449086,0.06833261512312859,543.9377723956602,0.7599915449904068,1314623405.5305943
2.0,0.5055546703039995,0.37388259255946243,0.06891313989220177,543.3350264593486,0.7199928457611134,1206508972.26457
