feature,bin,woe,coefficient,exact_points,display_points
PREV_REFUSED_RATE,N0,0.12014866565829067,-0.24459893118767426,0.8479652237754878,1
PREV_REFUSED_RATE,N1,0.007345354622089493,-0.24459893118767426,0.051840819385751,0
PREV_REFUSED_RATE,N2,-0.10675480528288053,-0.24459893118767426,-0.7534362687660853,-1
PREV_REFUSED_RATE,N3,-0.1393978393763803,-0.24459893118767426,-0.9838188332177729,-1
PREV_REFUSED_RATE,N4,-0.2665260106980841,-0.24459893118767426,-1.8810428485852588,-2
PREV_REFUSED_RATE,N5,-0.46212703468607164,-0.24459893118767426,-3.2615231491190273,-3
PREV_REFUSED_RATE,N6,-0.6825366369839735,-0.24459893118767426,-4.817093298073985,-5
PREV_REFUSED_RATE,MISSING,0.2718580273403356,-0.24459893118767426,1.918674266799094,2
PREV_ACCEPTED_RATE,N0,-0.5870686825426973,-0.2745964476873689,-4.651450061284256,-5
PREV_ACCEPTED_RATE,N1,-0.40316915132482856,-0.2745964476873689,-3.1943812187620892,-3
PREV_ACCEPTED_RATE,N2,-0.2784580476581447,-0.2745964476873689,-2.2062728627163137,-2
PREV_ACCEPTED_RATE,N3,-0.12023322308356428,-0.2745964476873689,-0.9526293081385313,-1
PREV_ACCEPTED_RATE,N4,-0.09809336511443102,-0.2745964476873689,-0.7772112577984678,-1
PREV_ACCEPTED_RATE,N5,0.011932047778707187,-0.2745964476873689,0.09453974640774272,0
PREV_ACCEPTED_RATE,N6,0.1478220681813743,-0.2745964476873689,1.1712206570504826,1
PREV_ACCEPTED_RATE,MISSING,0.2718580273403356,-0.2745964476873689,2.1539797225358757,2
REGION_RATING_CLIENT_W_CITY,N0,0.5373219848545873,-0.3205120425846652,4.9691659065039335,5
REGION_RATING_CLIENT_W_CITY,N1,0.008834892220821705,-0.3205120425846652,0.08170528370102896,0
REGION_RATING_CLIENT_W_CITY,N2,-0.3796080017914754,-0.3205120425846652,-3.510623412977924,-4
REGION_RATING_CLIENT_W_CITY,MISSING,0.0,-0.3205120425846652,0.0,0
NAME_EDUCATION_TYPE,C0,0.428331751954432,-0.47525164070206205,5.873654934776947,6
NAME_EDUCATION_TYPE,C1,-0.11075264423509833,-0.47525164070206205,-1.518735915287192,-2
NAME_EDUCATION_TYPE,C2,-0.33866164878195093,-0.47525164070206205,-4.64402103162182,-5
NAME_EDUCATION_TYPE,MISSING,0.0,-0.47525164070206205,0.0,0
NAME_EDUCATION_TYPE,OTHER,0.0,-0.47525164070206205,0.0,0
