feature,bin,woe,coefficient,exact_points,display_points
DAYS_ID_PUBLISH,N0,0.3493491281034591,-0.20933086496796893,2.1100729314840927,2
DAYS_ID_PUBLISH,N1,0.2453970224615482,-0.20933086496796893,1.482200964330329,1
DAYS_ID_PUBLISH,N2,0.1858174830686297,-0.20933086496796893,1.1223398304961647,1
DAYS_ID_PUBLISH,N3,0.05050016296516327,-0.20933086496796893,0.3050215911137732,0
DAYS_ID_PUBLISH,N4,0.04702978739837748,-0.20933086496796893,0.2840604809907508,0
DAYS_ID_PUBLISH,N5,-0.03901459507867405,-0.20933086496796893,-0.23564862307010717,0
DAYS_ID_PUBLISH,N6,-0.08141418604446325,-0.20933086496796893,-0.4917426619721136,0
DAYS_ID_PUBLISH,N7,-0.12832686906476848,-0.20933086496796893,-0.7750958311121952,-1
DAYS_ID_PUBLISH,N8,-0.21802147267211747,-0.20933086496796893,-1.3168523146606896,-1
DAYS_ID_PUBLISH,N9,-0.3412727505405872,-0.20933086496796893,-2.0612915139595165,-2
DAYS_ID_PUBLISH,MISSING,0.0,-0.20933086496796893,0.0,0
REG_CITY_NOT_WORK_CITY,N0,0.11254151001195237,-0.07609988461313077,0.2471162306157979,0
REG_CITY_NOT_WORK_CITY,N1,-0.32240926119606206,-0.07609988461313077,-0.7079393313092524,-1
REG_CITY_NOT_WORK_CITY,MISSING,0.0,-0.07609988461313077,0.0,0
APP_CREDIT_ANNUITY_RATIO,N0,-0.12004028241802334,-0.47135298879736165,-1.632592542556591,-2
APP_CREDIT_ANNUITY_RATIO,N1,0.23289093268643324,-0.47135298879736165,3.1674034105390674,3
APP_CREDIT_ANNUITY_RATIO,N2,0.24874926823745294,-0.47135298879736165,3.38308267950143,3
APP_CREDIT_ANNUITY_RATIO,N3,0.4221029240012745,-0.47135298879736165,5.740756952870553,6
APP_CREDIT_ANNUITY_RATIO,MISSING,-0.018455068825427426,-0.47135298879736165,-0.25099580848901487,0
AMT_REQ_CREDIT_BUREAU_YEAR,N0,0.14304877830524196,-0.09747696827301629,0.40233767417446487,0
AMT_REQ_CREDIT_BUREAU_YEAR,N1,0.1287744702688326,-0.09747696827301629,0.36218988707792615,0
AMT_REQ_CREDIT_BUREAU_YEAR,N2,0.054538954872552524,-0.09747696827301629,0.15339576132909052,0
AMT_REQ_CREDIT_BUREAU_YEAR,N3,-0.012071866812284344,-0.09747696827301629,-0.03395322122803766,0
AMT_REQ_CREDIT_BUREAU_YEAR,N4,-0.07154817869230831,-0.09747696827301629,-0.2012357473270882,0
AMT_REQ_CREDIT_BUREAU_YEAR,MISSING,-0.35922501700729753,-0.09747696827301629,-1.0103529688285526,-1
FLAG_DOCUMENT_3,N0,0.28812947361825475,-0.5391174311120825,4.482038620405705,4
FLAG_DOCUMENT_3,N1,-0.1084559965571031,-0.5391174311120825,-1.6871025344237003,-2
FLAG_DOCUMENT_3,MISSING,0.0,-0.5391174311120825,0.0,0
OWN_CAR_AGE,N0,0.38649170706121444,-0.6107794169875238,6.811285860491101,7
OWN_CAR_AGE,N1,0.3739863762256986,-0.6107794169875238,6.590899804219985,7
OWN_CAR_AGE,N2,0.0423286489226923,-0.6107794169875238,0.7459733873543672,1
OWN_CAR_AGE,N3,-0.14382257199989784,-0.6107794169875238,-2.5346382165121364,-3
OWN_CAR_AGE,N4,-0.24842585486908988,-0.6107794169875238,-4.3781004397650465,-4
OWN_CAR_AGE,MISSING,-0.05761059506607661,-0.6107794169875238,-1.0152927589876992,-1
