decision_band,applicants,average_score,predicted_bad_rate,observed_bad_rate
auto_approve,40613,580.7612736699418,0.04387219228609833,0.03900228990717258
auto_decline,8226,520.2683656698575,0.24696523779649238,0.23826890347678095
manual_review,12664,544.2847710679076,0.12277309779729273,0.112207833228048
