population,feature,bin,expected_share,actual_share,csi_contribution
test,INST_LATE_RATE,N0,0.49289454001495886,0.49150447945628667,3.925785383511781e-06
test,INST_LATE_RATE,N1,0.09164471616099205,0.09381656179373364,5.0869153299681404e-05
test,INST_LATE_RATE,N2,0.04747271091455021,0.047314765133408127,5.263752957658983e-07
test,INST_LATE_RATE,N3,0.049429286852460085,0.049818708030502576,3.0559737218668187e-06
test,INST_LATE_RATE,N4,0.049911655989507114,0.049867486138887536,3.9105885049292976e-08
test,INST_LATE_RATE,N5,0.055933140385678516,0.05685901500739801,1.5200756955502538e-05
test,INST_LATE_RATE,N6,0.0993409428419672,0.09731232622798888,4.185469552135709e-05
test,INST_LATE_RATE,N7,0.05503886052486098,0.05526559680015609,9.321366006044748e-07
test,NAME_INCOME_TYPE,C0,0.1800375055553749,0.17977984813748923,3.690058617644554e-07
test,NAME_INCOME_TYPE,C1,0.30414187072507126,0.3000178853064078,5.630139947821061e-05
test,NAME_INCOME_TYPE,C2,0.5156471876253347,0.5200396728614864,3.7258447448608636e-05
test,NAME_INCOME_TYPE,C3,0.00017343609421915818,0.00016259369461652277,6.999287279508705e-07
test,PREV_REFUSED_RATE,MISSING,0.05302266592956326,0.053005544444986424,5.529570585552555e-09
test,PREV_REFUSED_RATE,N0,0.64446142672867,0.6452530770856706,9.718590658548915e-07
test,PREV_REFUSED_RATE,N1,0.05167853619936479,0.05072923272035511,1.760028401722019e-05
test,PREV_REFUSED_RATE,N2,0.04368421623145047,0.04409540998000098,3.852409560115137e-06
test,PREV_REFUSED_RATE,N3,0.049781578918842745,0.050452823439507015,8.990445028363717e-06
test,PREV_REFUSED_RATE,N4,0.05117448755054036,0.052029982277287286,1.4183261488154266e-05
test,PREV_REFUSED_RATE,N5,0.06971047012021289,0.0685169829114027,2.061019116692376e-05
test,PREV_REFUSED_RATE,N6,0.036486618321355406,0.03591694714078988,8.964529544007657e-06
test,PREV_ACCEPTED_RATE,MISSING,0.05302266592956326,0.053005544444986424,5.529570585552555e-09
test,PREV_ACCEPTED_RATE,N0,0.054139160786099094,0.052745394533599985,3.6351266605886156e-05
test,PREV_ACCEPTED_RATE,N1,0.05146716095953519,0.05277791327252329,3.29639014461428e-05
test,PREV_ACCEPTED_RATE,N2,0.045602853023749904,0.04505471277823846,6.628490131832352e-06
test,PREV_ACCEPTED_RATE,N3,0.10180698730664585,0.1006780157065509,1.2589476383296818e-05
test,PREV_ACCEPTED_RATE,N4,0.05707673463193609,0.05614360275108531,1.538159739187627e-05
test,PREV_ACCEPTED_RATE,N5,0.08827897195755152,0.08962164447262735,2.026753757098468e-05
test,PREV_ACCEPTED_RATE,N6,0.5486054654049191,0.5499731720403883,3.4055321001459847e-06
test,REGION_RATING_CLIENT_W_CITY,N0,0.11125383456364563,0.11168560883208949,1.672465393701405e-06
test,REGION_RATING_CLIENT_W_CITY,N1,0.7456234485599385,0.7457522397281433,2.2244113510860182e-08
test,REGION_RATING_CLIENT_W_CITY,N2,0.14312271687641595,0.14256215143976717,2.1998645843646453e-06
test,NAME_EDUCATION_TYPE,C0,0.2423823615492179,0.2449311415703299,2.6661846192080037e-05
test,NAME_EDUCATION_TYPE,C1,0.7448213066241748,0.7419150285351934,1.1362422360256851e-05
test,NAME_EDUCATION_TYPE,C2,0.012796331826607265,0.013153829894476693,9.850648028634228e-06
application_test_unlabeled,EXT_SOURCE_2,MISSING,0.0022384095910160102,0.00016412276382734285,0.00541991687182522
application_test_unlabeled,EXT_SOURCE_2,N0,0.061109123822531516,0.051165271623174136,0.001766029819185063
application_test_unlabeled,EXT_SOURCE_2,N1,0.05770002059553619,0.05071393402264894,0.00090160215104453
application_test_unlabeled,EXT_SOURCE_2,N10,0.04789004151626505,0.04954455933037912,5.619548557539714e-05
application_test_unlabeled,EXT_SOURCE_2,N11,0.09316770186335403,0.08887247661250615,0.00020272870410787436
application_test_unlabeled,EXT_SOURCE_2,N12,0.045386057905975954,0.04375923190546529,5.938298471143685e-05
application_test_unlabeled,EXT_SOURCE_2,N13,0.045592013267861206,0.04267191859510914,0.00019328542841639613
application_test_unlabeled,EXT_SOURCE_2,N14,0.04427498292738447,0.03957410142786805,0.0005276499649184167
application_test_unlabeled,EXT_SOURCE_2,N15,0.04368421623145047,0.04156408993927458,0.00010547687743696036
application_test_unlabeled,EXT_SOURCE_2,N16,0.04292543331924165,0.039799770228130645,0.00023631063948095863
application_test_unlabeled,EXT_SOURCE_2,N17,0.042150390773199785,0.04240521910388971,1.5359755507228827e-06
application_test_unlabeled,EXT_SOURCE_2,N2,0.05634505110944901,0.052150008206138194,0.00032457077852480164
application_test_unlabeled,EXT_SOURCE_2,N3,0.05647512818011338,0.05988429345150172,0.00019982456052155745
application_test_unlabeled,EXT_SOURCE_2,N4,0.05499550150130619,0.06084851468898736,0.0005919504514910489
application_test_unlabeled,EXT_SOURCE_2,N5,0.05388984640065906,0.06349499425570326,0.0015754266544940612
application_test_unlabeled,EXT_SOURCE_2,N6,0.05235602094240838,0.05945347119645495,0.0009022780269125421
application_test_unlabeled,EXT_SOURCE_2,N7,0.05126662547559429,0.05764812079435418,0.0007486622540963158
application_test_unlabeled,EXT_SOURCE_2,N8,0.050724637681159424,0.05826358115870671,0.0010446372864433917
application_test_unlabeled,EXT_SOURCE_2,N9,0.09782879689549391,0.09802232069588052,3.8244840229210467e-07
application_test_unlabeled,EXT_SOURCE_3,MISSING,0.19815073764538824,0.177827014606926,0.0021993681205273495
application_test_unlabeled,EXT_SOURCE_3,N0,0.04979241867473144,0.048477761365501394,3.51770385979604e-05
application_test_unlabeled,EXT_SOURCE_3,N1,0.04732095433210844,0.054447726899720994,0.0009997999245915
application_test_unlabeled,EXT_SOURCE_3,N10,0.03611806662113969,0.03709174462497949,2.5901030029826758e-05
application_test_unlabeled,EXT_SOURCE_3,N11,0.03969518606440983,0.03877400295420975,2.162931255872004e-05
application_test_unlabeled,EXT_SOURCE_3,N12,0.03633486173891364,0.03588133924175283,5.696377175485702e-06
application_test_unlabeled,EXT_SOURCE_3,N13,0.03561943785025961,0.03409650418513048,6.654707407433824e-05
application_test_unlabeled,EXT_SOURCE_3,N14,0.10425135225954711,0.0967298539307402,0.0005632304773870582
application_test_unlabeled,EXT_SOURCE_3,N15,0.03384713776245759,0.025623666502543902,0.0022889048897769917
application_test_unlabeled,EXT_SOURCE_3,N2,0.04647003349484569,0.05009847365829641,0.00027279657357132846
application_test_unlabeled,EXT_SOURCE_3,N3,0.04548361570897423,0.04855982274741507,0.00020132030786042124
application_test_unlabeled,EXT_SOURCE_3,N4,0.043743834888838304,0.04892909896602659,0.0005808616007955764
application_test_unlabeled,EXT_SOURCE_3,N5,0.043868492081558325,0.04851879205645823,0.0004685402569926262
application_test_unlabeled,EXT_SOURCE_3,N6,0.04155420419932143,0.04535942885278188,0.00033341137782389054
application_test_unlabeled,EXT_SOURCE_3,N7,0.03919655729352975,0.04373871655998687,0.0004980239333307415
application_test_unlabeled,EXT_SOURCE_3,N8,0.07989984065558843,0.08372312489742327,0.00017870552037485112
application_test_unlabeled,EXT_SOURCE_3,N9,0.07865326872838824,0.08212292795010669,0.000149778446944331
application_test_unlabeled,EXT_SOURCE_1,MISSING,0.5639003609638711,0.42122107336287545,0.04162236756436813
application_test_unlabeled,EXT_SOURCE_1,N0,0.07619264414165393,0.0946783193828984,0.004015460400674616
application_test_unlabeled,EXT_SOURCE_1,N1,0.07202475800244978,0.09254472345314295,0.005143988101033212
application_test_unlabeled,EXT_SOURCE_1,N2,0.04525598083531159,0.06378220909240112,0.0063570800071175845
application_test_unlabeled,EXT_SOURCE_1,N3,0.06546670568978787,0.09289348432627606,0.009596953579866252
application_test_unlabeled,EXT_SOURCE_1,N4,0.04174389992737364,0.06025356967011324,0.0067932058900138275
application_test_unlabeled,EXT_SOURCE_1,N5,0.04015045581173512,0.05625307730182176,0.00543023799856289
application_test_unlabeled,EXT_SOURCE_1,N6,0.09526519462781698,0.11837354341047103,0.005018687864064947
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,MISSING,0.17097004975447952,0.15690136221893977,0.001208092995318392
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N0,0.3177674438771639,0.31876743804365665,3.1419775540672127e-06
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N1,0.08219786890399228,0.09121122599704579,0.0009378272372537158
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N10,0.044768191820320206,0.039471524700475956,0.0006669476634605233
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N2,0.042405125036584175,0.04576973576235024,0.00025690099292121087
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N3,0.04203115345842411,0.045667159034958146,0.0003016732980321077
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N4,0.04168970114793015,0.04521582143443296,0.00028629605132767265
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N5,0.04224252869825371,0.0450311833251272,0.00017827230411360823
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N6,0.08535765774554757,0.08768258657475791,6.247817519840595e-05
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N7,0.04328856514151301,0.04269243394058756,8.26643344427113e-06
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N8,0.043781774034448745,0.041851304775972424,8.705381422332366e-05
application_test_unlabeled,BUREAU_DEBT_CREDIT_RATIO_MEAN,N9,0.04349994038134261,0.03973822419169539,0.00034023224677298263
application_test_unlabeled,DAYS_EMPLOYED,MISSING,0.18007544470098533,0.1902593139668472,0.0005602355425675549
application_test_unlabeled,DAYS_EMPLOYED,N0,0.039771064355630714,0.03996389299195798,9.326638331089687e-07
application_test_unlabeled,DAYS_EMPLOYED,N1,0.03953258972607937,0.04199491219432135,0.00014878111886888502
application_test_unlabeled,DAYS_EMPLOYED,N10,0.041369928349213575,0.04107172164779255,2.157347035650556e-06
application_test_unlabeled,DAYS_EMPLOYED,N11,0.08281573498964803,0.08567208271787297,9.685571565999412e-05
application_test_unlabeled,DAYS_EMPLOYED,N12,0.04164634212437536,0.03953307073691121,0.00011005068937726663
application_test_unlabeled,DAYS_EMPLOYED,N13,0.20797155648054805,0.17973494173641885,0.004120233256929508
application_test_unlabeled,DAYS_EMPLOYED,N2,0.03989572154835073,0.04006646971935007,7.292191909895856e-07
application_test_unlabeled,DAYS_EMPLOYED,N3,0.040378090685397765,0.04349253241424585,0.0002314090208093224
application_test_unlabeled,DAYS_EMPLOYED,N4,0.040378090685397765,0.047123748563925816,0.0010421350778013563
application_test_unlabeled,DAYS_EMPLOYED,N5,0.040990536893109164,0.045810766453307075,0.0005359030304602167
application_test_unlabeled,DAYS_EMPLOYED,N6,0.040676183972336945,0.04131790579353356,1.0044999717493937e-05
application_test_unlabeled,DAYS_EMPLOYED,N7,0.0818997756170531,0.08017397012965698,3.6755085085201596e-05
application_test_unlabeled,DAYS_EMPLOYED,N8,0.04164634212437536,0.04437469226981782,0.00017312956584423234
application_test_unlabeled,DAYS_EMPLOYED,N9,0.04095259774749872,0.0394099786640407,5.923070394446256e-05
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,MISSING,0.14296554041602982,0.1317905793533563,0.0009095242970486873
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N0,0.20376031131778913,0.2128877400295421,0.0003999696410509046
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N1,0.12570322916327925,0.14221237485639257,0.0020371911552310626
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N10,0.04643209434923525,0.031716724109634005,0.0056087161670658825
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N11,0.04470315328498802,0.03493763334974561,0.0024070002238430555
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N12,0.04458391597021235,0.043328409650418516,3.586307804932869e-05
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N2,0.041662601758208406,0.04564664368947973,0.00036384739262227854
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N3,0.04357581867256349,0.051698670605613,0.0013884365519740293
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N4,0.04389017159333572,0.05389381257180371,0.002054000219105572
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N5,0.04247016357191636,0.051349909732479895,0.0016859208840532736
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N6,0.04255688161902594,0.05290907598883965,0.0022540176578702774
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N7,0.09007837143507529,0.09837108156901363,0.0007303123555849798
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N8,0.043819713180059186,0.024351715082881996,0.011437088861779595
application_test_unlabeled,BUREAU_DAYS_CREDIT_MOST_RECENT,N9,0.04379803366828179,0.02490562941079928,0.010664668955791538
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,MISSING,0.05644260891244729,0.021212867224684063,0.0344764032766489
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N0,0.04493078815865067,0.04564664368947973,1.131539723238272e-05
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N1,0.1854248642320575,0.17698588544231084,0.0003930856850972501
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N10,0.04775996444560068,0.04933940587559495,5.138767175072915e-05
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N11,0.04957020367901315,0.05272443787953389,0.0001945820078122172
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N12,0.04881142076680433,0.04851879205645823,1.7596143613573295e-06
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N2,0.23468613486824277,0.24062448711636303,0.00014839080280711018
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N3,0.04682774543917271,0.05126784835056623,0.0004022197733235254
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N4,0.04728843506444235,0.052478253733792876,0.0005404319344970598
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N5,0.047055380312835356,0.050221565731166914,0.00020617983543098139
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N6,0.046849424950950104,0.05180124733300509,0.0004975368020848158
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N7,0.047619047619047616,0.05348350566223535,0.0006811008531948769
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N8,0.047835842736821566,0.052150008206138194,0.0003725244446615302
application_test_unlabeled,PREV_GRANTED_REQUESTED_RATIO_MEAN,N9,0.04889813881391391,0.053545051698670604,0.00042186558412547705
application_test_unlabeled,APP_GOODS_CREDIT_RATIO,MISSING,0.0008726003490401396,1e-06,0.005902022292574554
application_test_unlabeled,APP_GOODS_CREDIT_RATIO,N0,0.059038730447790316,0.03709174462497949,0.010200942523855883
application_test_unlabeled,APP_GOODS_CREDIT_RATIO,N1,0.14598441243103205,0.23227474150664698,0.040075045217988096
application_test_unlabeled,APP_GOODS_CREDIT_RATIO,N2,0.1573661561141643,0.16516904644674216,0.0003776144701038908
application_test_unlabeled,APP_GOODS_CREDIT_RATIO,N3,0.2038795486325648,0.16951829968816676,0.006342003757502468
application_test_unlabeled,APP_GOODS_CREDIT_RATIO,N4,0.4328585520254084,0.39594616773346464,0.00329010206262075
application_test_unlabeled,OCCUPATION_TYPE,C0,0.15836341365592446,0.16090185458723125,4.036654650719337e-05
application_test_unlabeled,OCCUPATION_TYPE,C1,0.184189132060746,0.18045297882816347,7.656454955650758e-05
application_test_unlabeled,OCCUPATION_TYPE,C2,0.103503409103227,0.10405383226653536,2.9193524342958305e-06
application_test_unlabeled,OCCUPATION_TYPE,C3,0.17950093763888436,0.17756031511570655,2.1094715993919303e-05
application_test_unlabeled,OCCUPATION_TYPE,C4,0.06067553358698362,0.056889053011652715,0.0002439917702718101
application_test_unlabeled,OCCUPATION_TYPE,MISSING,0.31376757395423455,0.32014196619071067,0.0001282020334090681
application_test_unlabeled,BUREAU_ACTIVE_COUNT,MISSING,0.14296554041602982,0.1317905793533563,0.0009095242970486873
application_test_unlabeled,BUREAU_ACTIVE_COUNT,N0,0.14984336552740832,0.1570449696372887,0.000338055370078787
application_test_unlabeled,BUREAU_ACTIVE_COUNT,N1,0.2411791486455725,0.23356720827178729,0.00024411604798376405
application_test_unlabeled,BUREAU_ACTIVE_COUNT,N2,0.19056290852330005,0.18722304283604135,5.905456985608414e-05
application_test_unlabeled,BUREAU_ACTIVE_COUNT,N3,0.1242181826065277,0.12514360741834893,6.868855200386765e-06
application_test_unlabeled,BUREAU_ACTIVE_COUNT,N4,0.0717700237390654,0.07769161332676842,0.00046946612585219095
application_test_unlabeled,BUREAU_ACTIVE_COUNT,N5,0.038996021809588846,0.042938618086328574,0.00037971922795051544
application_test_unlabeled,BUREAU_ACTIVE_COUNT,N6,0.040464808732507344,0.04460036107008042,0.0004024276143230721
application_test_unlabeled,CC_UTILIZATION_MEAN,MISSING,0.7458781828233229,0.7022607910717217,0.002628273272641125
application_test_unlabeled,CC_UTILIZATION_MEAN,N0,0.11211559515679707,0.15193664861316264,0.012102940597263712
application_test_unlabeled,CC_UTILIZATION_MEAN,N1,0.07597042914593563,0.07949696372886919,0.00016001528812494838
application_test_unlabeled,CC_UTILIZATION_MEAN,N2,0.06603579287394448,0.06630559658624652,1.1000964145814434e-06
application_test_unlabeled,INST_LATE_RATE,MISSING,0.05833414631502499,0.024946660101756113,0.02836092245139435
application_test_unlabeled,INST_LATE_RATE,N0,0.49289454001495886,0.529849827671098,0.002671807651600005
application_test_unlabeled,INST_LATE_RATE,N1,0.09164471616099205,0.10292548826522238,0.0013095396120854604
application_test_unlabeled,INST_LATE_RATE,N2,0.04747271091455021,0.051821762678483506,0.00038121678941433287
application_test_unlabeled,INST_LATE_RATE,N3,0.049429286852460085,0.05071393402264894,3.296097073620513e-05
application_test_unlabeled,INST_LATE_RATE,N4,0.049911655989507114,0.050980633513868376,2.2652984009677488e-05
application_test_unlabeled,INST_LATE_RATE,N5,0.055933140385678516,0.05469391104546201,2.7764521901378004e-05
application_test_unlabeled,INST_LATE_RATE,N6,0.0993409428419672,0.09104710323321845,0.0007230636563323617
application_test_unlabeled,INST_LATE_RATE,N7,0.05503886052486098,0.04302067946824224,0.002960781932541229
application_test_unlabeled,NAME_INCOME_TYPE,C0,0.1800375055553749,0.19023879862136878,0.0005622434968500042
application_test_unlabeled,NAME_INCOME_TYPE,C1,0.30414187072507126,0.30637616937469225,1.6353694452029675e-05
application_test_unlabeled,NAME_INCOME_TYPE,C2,0.5156471876253347,0.5033029706220252,0.00029910618786285607
application_test_unlabeled,NAME_INCOME_TYPE,C3,0.00017343609421915818,8.206138191367142e-05,6.837950492572367e-05
application_test_unlabeled,PREV_REFUSED_RATE,MISSING,0.05302266592956326,0.019366486131626455,0.03389767729219621
application_test_unlabeled,PREV_REFUSED_RATE,N0,0.64446142672867,0.6450845232233711,6.021487980919519e-07
application_test_unlabeled,PREV_REFUSED_RATE,N1,0.05167853619936479,0.06281798785491548,0.002174409027396186
application_test_unlabeled,PREV_REFUSED_RATE,N2,0.04368421623145047,0.05315526013458067,0.0018585049851007303
application_test_unlabeled,PREV_REFUSED_RATE,N3,0.049781578918842745,0.05535040210077138,0.0005905119371276527
application_test_unlabeled,PREV_REFUSED_RATE,N4,0.05117448755054036,0.05748399803052683,0.0007335783662396695
application_test_unlabeled,PREV_REFUSED_RATE,N5,0.06971047012021289,0.07289102248481864,0.00014190021543397646
application_test_unlabeled,PREV_REFUSED_RATE,N6,0.036486618321355406,0.03385032003938946,0.0001977147735605495
application_test_unlabeled,PREV_ACCEPTED_RATE,MISSING,0.05302266592956326,0.019366486131626455,0.03389767729219621
application_test_unlabeled,PREV_ACCEPTED_RATE,N0,0.054139160786099094,0.06620301985885442,0.002426865971048347
application_test_unlabeled,PREV_ACCEPTED_RATE,N1,0.05146716095953519,0.06335138683735433,0.0024689817389497806
application_test_unlabeled,PREV_ACCEPTED_RATE,N2,0.045602853023749904,0.05920728705071394,0.003551768709680308
application_test_unlabeled,PREV_ACCEPTED_RATE,N3,0.10180698730664585,0.11065977351058592,0.0007381599331992968
application_test_unlabeled,PREV_ACCEPTED_RATE,N4,0.05707673463193609,0.06706466436894798,0.0016106606375688903
application_test_unlabeled,PREV_ACCEPTED_RATE,N5,0.08827897195755152,0.09752995240439849,0.0009219304988101629
application_test_unlabeled,PREV_ACCEPTED_RATE,N6,0.5486054654049191,0.5166174298375185,0.0019217426952368168
application_test_unlabeled,REGION_RATING_CLIENT_W_CITY,N0,0.11125383456364563,0.12670277367470867,0.0020088192234631284
application_test_unlabeled,REGION_RATING_CLIENT_W_CITY,N1,0.7456234485599385,0.7339569998358773,0.00018398302948644123
application_test_unlabeled,REGION_RATING_CLIENT_W_CITY,N2,0.14312271687641595,0.13934022648941408,0.00010130949318985244
application_test_unlabeled,NAME_EDUCATION_TYPE,C0,0.2423823615492179,0.2567700640078779,0.0008296597573585122
application_test_unlabeled,NAME_EDUCATION_TYPE,C1,0.7448213066241748,0.7326440177252584,0.00020073530032409923
application_test_unlabeled,NAME_EDUCATION_TYPE,C2,0.012796331826607265,0.010585918266863614,0.00041916934676122076
